ID,date,endVZA,LAI_LXG1,baseline_LAI,LAI_LXG1_nowood
LT62,2024-09-20,90,2.8076923076923075,0.5671641791044776,2.24052812858783
LT64,2024-09-20,10,5.358974358974359,3.4285714285714284,1.9304029304029302
LT64,2024-09-20,20,6.763636363636364,3.4615384615384617,3.302097902097902
LT64,2024-09-20,30,6.123076923076923,3.4333333333333336,2.689743589743589
LT64,2024-09-20,40,5.338028169014085,3.0000000000000004,2.3380281690140845
LT64,2024-09-20,50,5.056338028169014,2.9302325581395348,2.1261054700294792
LT64,2024-09-20,60,4.756756756756757,2.6470588235294117,2.1096979332273453
LT64,2024-09-20,70,4.546666666666667,2.527272727272727,2.01939393939394
LT64,2024-09-20,80,4.123287671232877,2.3333333333333335,1.7899543378995433
LT64,2024-09-20,90,3.602739726027397,2.0701754385964914,1.5325642874309056
LT61,2024-09-20,10,6.74,0.3548387096774194,6.385161290322581
LT61,2024-09-20,20,6.076923076923077,0.39999999999999997,5.676923076923076
LT61,2024-09-20,30,5.478260869565218,0.5217391304347826,4.9565217391304355
LT61,2024-09-20,40,4.890410958904109,0.6153846153846154,4.275026343519494
LT61,2024-09-20,50,4.215189873417722,0.7090909090909091,3.506098964326813
LT61,2024-09-20,60,3.8607594936708858,0.6833333333333333,3.1774261603375527
LT61,2024-09-20,70,3.538461538461538,0.6825396825396826,2.8559218559218555
LT61,2024-09-20,80,3.289473684210526,0.7460317460317459,2.54344193817878
LT61,2024-09-20,90,2.818181818181818,0.7301587301587302,2.0880230880230877
LT13,2024-09-30,10,6.041666666666667,0.47826086956521735,5.563405797101449
LT13,2024-09-30,20,4.78,0.3863636363636364,4.393636363636364
LT13,2024-09-30,30,4.169491525423729,0.4074074074074074,3.762084118016322
LT13,2024-09-30,40,4.046875,0.4655172413793104,3.5813577586206895
LT13,2024-09-30,50,3.876923076923077,0.4444444444444445,3.4324786324786323
LT13,2024-09-30,60,3.609375,0.47619047619047616,3.1331845238095237
LT13,2024-09-30,70,3.276923076923077,0.5573770491803279,2.719546027742749
LT13,2024-09-30,80,2.867647058823529,0.6,2.267647058823529
LT13,2024-09-30,90,2.4714285714285715,0.5873015873015873,1.884126984126984
LT12,2024-09-30,10,4.957446808510639,7.08,0
LT12,2024-09-30,20,5.238095238095239,6.707317073170732,0
LT12,2024-09-30,30,4.297872340425532,5.142857142857143,0
LT12,2024-09-30,40,3.7321428571428563,3.6511627906976747,0.08098006644518163
LT12,2024-09-30,50,3.4687500000000004,2.7727272727272725,0.696022727272728
LT12,2024-09-30,60,3.176470588235294,2.1063829787234045,1.0700876095118894
LT12,2024-09-30,70,2.9857142857142858,1.7058823529411764,1.2798319327731094
LT12,2024-09-30,80,2.6986301369863015,1.3859649122807018,1.3126652247055997
LT12,2024-09-30,90,2.410958904109589,1.180327868852459,1.23063103525713
LT14,2024-09-30,10,6.615384615384615,0.41935483870967744,6.196029776674938
LT14,2024-09-30,20,5.745454545454545,0.42857142857142855,5.316883116883116
LT14,2024-09-30,30,5.305084745762712,0.5,4.805084745762712
LT14,2024-09-30,40,4.909090909090909,0.4909090909090909,4.418181818181818
LT14,2024-09-30,50,4.661764705882352,0.4736842105263159,4.188080495356036
