ID,date,endVZA,LAI_LXG1,baseline_LAI,LAI_LXG1_nowood,LTLAI
LT44,2024-09-20,30,5.397058823529411,0.6666666666666667,4.730392156862744,5.14202916666667
LT44,2024-09-20,40,4.918918918918919,0.8222222222222222,4.096696696696697,5.14202916666667
LT44,2024-09-20,50,4.4743589743589745,0.8076923076923076,3.666666666666667,5.14202916666667
LT44,2024-09-20,60,4.166666666666667,0.7758620689655173,3.3908045977011496,5.14202916666667
LT44,2024-09-20,70,3.973684210526316,0.7704918032786885,3.203192407247627,5.14202916666667
LT44,2024-09-20,80,3.55,0.7777777777777778,2.772222222222222,5.14202916666667
LT44,2024-09-20,90,3.15,0.75,2.4,5.14202916666667
LT41,2024-09-20,10,5.551724137931036,0.2,5.351724137931035,5.56122083333333
LT41,2024-09-20,20,5.771428571428572,0.40816326530612246,5.36326530612245,5.56122083333333
LT41,2024-09-20,30,5.662162162162163,0.6153846153846154,5.046777546777548,5.56122083333333
LT41,2024-09-20,40,5.2,1.1153846153846152,4.084615384615385,5.56122083333333
LT41,2024-09-20,50,5.1066666666666665,1.4339622641509433,3.6727044025157234,5.56122083333333
LT41,2024-09-20,60,4.615384615384615,1.5357142857142856,3.0796703296703294,5.56122083333333
LT41,2024-09-20,70,4.2749999999999995,1.6034482758620692,2.67155172413793,5.56122083333333
LT41,2024-09-20,80,3.878048780487805,1.540983606557377,2.337065173930428,5.56122083333333
LT41,2024-09-20,90,3.36144578313253,1.34375,2.01769578313253,5.56122083333333
LT53,2024-09-20,10,8.92,0.4545454545454546,8.465454545454545,3.93944583333333
LT53,2024-09-20,20,6.016666666666667,0.6666666666666667,5.35,3.93944583333333
LT53,2024-09-20,30,6.390625,0.5660377358490566,5.824587264150943,3.93944583333333
LT53,2024-09-20,40,5.633802816901409,0.5593220338983051,5.074480783003104,3.93944583333333
LT53,2024-09-20,50,4.906666666666667,0.564516129032258,4.342150537634409,3.93944583333333
LT53,2024-09-20,60,4.394736842105263,0.5757575757575757,3.818979266347687,3.93944583333333
LT53,2024-09-20,70,3.837499999999999,0.6176470588235293,3.21985294117647,3.93944583333333
LT53,2024-09-20,80,3.4625,0.6617647058823529,2.800735294117647,3.93944583333333
LT53,2024-09-20,90,3.05,0.6376811594202899,2.41231884057971,3.93944583333333
LT54,2024-09-20,10,5.148148148148147,0.625,4.523148148148147,3.577625
LT54,2024-09-20,20,5.629032258064517,1.75,3.879032258064517,3.577625
LT54,2024-09-20,30,6.014925373134329,1.7708333333333333,4.244092039800996,3.577625
LT54,2024-09-20,40,5.8507462686567155,1.607142857142857,4.243603411513859,3.577625
LT54,2024-09-20,50,5.183098591549296,1.4745762711864407,3.7085223203628552,3.577625
LT54,2024-09-20,60,4.821917808219178,1.4666666666666668,3.355251141552511,3.577625
LT54,2024-09-20,70,4.493333333333333,1.403225806451613,3.09010752688172,3.577625
LT54,2024-09-20,80,4.077922077922078,1.34375,2.7341720779220777,3.577625
LT54,2024-09-20,90,3.5124999999999997,1.265625,2.2468749999999997,3.577625
LT52,2024-09-20,10,4.035714285714285,0.3636363636363637,3.672077922077921,5.4760125
LT52,2024-09-20,20,4.791666666666667,0.3666666666666667,4.425000000000001,5.4760125
LT52,2024-09-20,30,4.5200000000000005,0.41860465116279066,4.10139534883721,5.4760125
LT52,2024-09-20,40,4.1866666666666665,0.4791666666666667,3.7075,5.4760125
LT52,2024-09-20,50,4,0.5471698113207547,3.452830188679245,5.4760125
LT52,2024-09-20,60,3.8108108108108105,0.5892857142857143,3.221525096525096,5.4760125
LT52,2024-09-20,70,3.4605263157894735,0.6379310344827587,2.8225952813067146,5.4760125
LT52,2024-09-20,80,3.102564102564102,0.65,2.4525641025641023,5.4760125
LT52,2024-09-20,90,2.7272727272727275,0.639344262295082,2.0879284649776455,5.4760125
LT51,2024-09-20,10,7.063492063492064,0.5,6.563492063492064,5.34618333333333
LT51,2024-09-20,20,5.666666666666667,0.4473684210526316,5.219298245614035,5.34618333333333
LT51,2024-09-20,30,5.0144927536231885,0.4444444444444444,4.570048309178744,5.34618333333333
LT51,2024-09-20,40,4.7,0.48333333333333334,4.216666666666667,5.34618333333333
LT51,2024-09-20,50,4.514285714285715,0.5151515151515151,3.9991341991342,5.34618333333333
LT51,2024-09-20,60,4.225352112676057,0.6376811594202899,3.587670953255767,5.34618333333333
LT51,2024-09-20,70,3.986111111111112,0.7611940298507462,3.224917081260365,5.34618333333333
LT51,2024-09-20,80,3.5270270270270268,0.8088235294117647,2.718203497615262,5.34618333333333
LT51,2024-09-20,90,3.121621621621622,0.7761194029850746,2.3455022186365473,5.34618333333333
LT63,2024-09-20,10,6,0.7083333333333334,5.291666666666667,5.08278333333333
LT63,2024-09-20,20,5.516129032258064,0.5952380952380952,4.920890937019969,5.08278333333333
LT63,2024-09-20,30,4.838235294117647,0.5555555555555555,4.282679738562091,5.08278333333333
LT63,2024-09-20,40,4.720588235294117,0.6545454545454544,4.0660427807486625,5.08278333333333
LT63,2024-09-20,50,4.352112676056338,0.7818181818181817,3.5702944942381563,5.08278333333333
LT63,2024-09-20,60,4.056338028169014,0.7894736842105264,3.2668643439584875,5.08278333333333
LT63,2024-09-20,70,3.782608695652174,0.7796610169491526,3.002947678703021,5.08278333333333
LT63,2024-09-20,80,3.4925373134328352,0.7966101694915254,2.6959271439413097,5.08278333333333
LT63,2024-09-20,90,2.9571428571428573,0.7796610169491526,2.1774818401937046,5.08278333333333
LT62,2024-09-20,10,7.717391304347825,0.35000000000000003,7.367391304347826,6.59619583333333
LT62,2024-09-20,20,5.529411764705882,0.3870967741935484,5.142314990512334,6.59619583333333
LT62,2024-09-20,30,5.693548387096774,0.33333333333333337,5.360215053763441,6.59619583333333
LT62,2024-09-20,40,4.8493150684931505,0.3548387096774194,4.4944763588157315,6.59619583333333
LT62,2024-09-20,50,4.337662337662337,0.4153846153846154,3.922277722277722,6.59619583333333
LT62,2024-09-20,60,3.797468354430379,0.45588235294117646,3.341586001489203,6.59619583333333
LT62,2024-09-20,70,3.4250000000000003,0.5223880597014925,2.902611940298508,6.59619583333333
LT62,2024-09-20,80,3.1923076923076925,0.5671641791044776,2.625143513203215,6.59619583333333
LT62,2024-09-20,90,2.8076923076923075,0.5671641791044776,2.24052812858783,6.59619583333333
LT64,2024-09-20,10,5.358974358974359,3.4285714285714284,1.9304029304029304,1.7162875
LT64,2024-09-20,20,6.763636363636364,3.4615384615384617,3.302097902097902,1.7162875
LT64,2024-09-20,30,6.123076923076923,3.4333333333333336,2.689743589743589,1.7162875
LT64,2024-09-20,40,5.338028169014085,3.0000000000000004,2.3380281690140845,1.7162875
LT64,2024-09-20,50,5.056338028169014,2.9302325581395348,2.1261054700294792,1.7162875
LT64,2024-09-20,60,4.756756756756757,2.6470588235294117,2.1096979332273453,1.7162875
LT64,2024-09-20,70,4.546666666666667,2.527272727272727,2.01939393939394,1.7162875
LT64,2024-09-20,80,4.123287671232877,2.3333333333333335,1.7899543378995433,1.7162875
LT64,2024-09-20,90,3.602739726027397,2.070175438596491,1.5325642874309056,1.7162875
LT61,2024-09-20,10,6.74,0.3548387096774194,6.385161290322581,5.57244583333333
LT61,2024-09-20,20,6.076923076923077,0.4,5.676923076923076,5.57244583333333
LT61,2024-09-20,30,5.478260869565218,0.5217391304347826,4.9565217391304355,5.57244583333333
LT61,2024-09-20,40,4.890410958904109,0.6153846153846154,4.275026343519494,5.57244583333333
LT61,2024-09-20,50,4.215189873417722,0.7090909090909091,3.506098964326813,5.57244583333333
LT61,2024-09-20,60,3.8607594936708858,0.6833333333333333,3.1774261603375527,5.57244583333333
LT61,2024-09-20,70,3.538461538461538,0.6825396825396826,2.8559218559218555,5.57244583333333
LT61,2024-09-20,80,3.289473684210526,0.7460317460317459,2.54344193817878,5.57244583333333
LT61,2024-09-20,90,2.818181818181818,0.7301587301587302,2.0880230880230877,5.57244583333333
LT13,2024-09-30,10,6.041666666666667,0.47826086956521735,5.563405797101449,4.29152083333333
LT13,2024-09-30,20,4.78,0.3863636363636364,4.393636363636364,4.29152083333333
LT13,2024-09-30,30,4.169491525423729,0.4074074074074074,3.762084118016322,4.29152083333333
LT13,2024-09-30,40,4.046875,0.4655172413793104,3.5813577586206895,4.29152083333333
LT13,2024-09-30,50,3.876923076923077,0.4444444444444445,3.4324786324786323,4.29152083333333
LT13,2024-09-30,60,3.609375,0.47619047619047616,3.1331845238095237,4.29152083333333
LT13,2024-09-30,70,3.276923076923077,0.5573770491803279,2.719546027742749,4.29152083333333
LT13,2024-09-30,80,2.867647058823529,0.6,2.267647058823529,4.29152083333333
LT13,2024-09-30,90,2.4714285714285715,0.5873015873015873,1.884126984126984,4.29152083333333
LT12,2024-09-30,10,4.957446808510639,7.08,0,1.36257083333333
LT12,2024-09-30,20,5.238095238095239,6.707317073170732,0,1.36257083333333
LT12,2024-09-30,30,4.297872340425532,5.142857142857143,0,1.36257083333333
LT12,2024-09-30,40,3.732142857142856,3.6511627906976742,0.08098006644518163,1.36257083333333
LT12,2024-09-30,50,3.4687500000000004,2.7727272727272725,0.696022727272728,1.36257083333333
LT12,2024-09-30,60,3.176470588235294,2.1063829787234045,1.0700876095118894,1.36257083333333
LT12,2024-09-30,70,2.9857142857142858,1.7058823529411764,1.2798319327731094,1.36257083333333
LT12,2024-09-30,80,2.6986301369863015,1.3859649122807018,1.3126652247055997,1.36257083333333
LT12,2024-09-30,90,2.410958904109589,1.180327868852459,1.23063103525713,1.36257083333333
LT14,2024-09-30,10,6.615384615384615,0.41935483870967744,6.196029776674938,5.5437125
LT14,2024-09-30,20,5.745454545454545,0.42857142857142855,5.316883116883116,5.5437125
LT14,2024-09-30,30,5.305084745762712,0.5,4.805084745762712,5.5437125
LT14,2024-09-30,40,4.909090909090909,0.4909090909090909,4.418181818181818,5.5437125
LT14,2024-09-30,50,4.661764705882352,0.4736842105263159,4.188080495356036,5.5437125
LT14,2024-09-30,60,4.338235294117647,0.5178571428571428,3.820378151260504,5.5437125
LT14,2024-09-30,70,3.943661971830986,0.5555555555555555,3.38810641627543,5.5437125
LT14,2024-09-30,80,3.554054054054054,0.6470588235294117,2.9069952305246423,5.5437125
LT14,2024-09-30,90,3.121621621621622,0.6575342465753424,2.4640873750462795,5.5437125
LT11,2024-09-30,10,10.01470588235294,0.6756756756756757,9.339030206677265,5.84898333333333
LT11,2024-09-30,20,7.1692307692307695,0.5853658536585366,6.583864915572233,5.84898333333333
LT11,2024-09-30,30,5.384615384615384,0.68,4.704615384615384,5.84898333333333
LT11,2024-09-30,40,4.376811594202899,0.7843137254901961,3.5924978687127034,5.84898333333333
LT11,2024-09-30,50,4.057142857142857,0.7758620689655173,3.2812807881773396,5.84898333333333
LT11,2024-09-30,60,3.6,0.8360655737704918,2.7639344262295085,5.84898333333333
LT11,2024-09-30,70,3.3116883116883113,0.8615384615384616,2.4501498501498498,5.84898333333333
LT11,2024-09-30,80,3.102564102564102,0.8923076923076922,2.21025641025641,5.84898333333333
LT11,2024-09-30,90,2.7468354430379747,0.8208955223880597,1.925939920649915,5.84898333333333
LT23,2024-09-30,10,5.153846153846154,0.7999999999999999,4.353846153846154,4.6520625
LT23,2024-09-30,20,4.75,0.7419354838709677,4.008064516129032,4.6520625
LT23,2024-09-30,30,4.39344262295082,0.5853658536585366,3.808076769292283,4.6520625
LT23,2024-09-30,40,4.109375,0.5625000000000001,3.546875,4.6520625
LT23,2024-09-30,50,3.830769230769231,0.5283018867924528,3.302467343976778,4.6520625
LT23,2024-09-30,60,3.5303030303030303,0.5263157894736842,3.003987240829346,4.6520625
LT23,2024-09-30,70,3.1884057971014497,0.6071428571428571,2.5812629399585925,4.6520625
LT23,2024-09-30,80,2.875,0.6440677966101696,2.2309322033898304,4.6520625
LT23,2024-09-30,90,2.5,0.6290322580645161,1.870967741935484,4.6520625
LT22,2024-09-30,10,6.720588235294118,5.024390243902439,1.6961979913916787,2.85582916666667
LT22,2024-09-30,20,5.508196721311475,4.605263157894737,0.902933563416738,2.85582916666667
LT22,2024-09-30,30,4.576271186440678,3.75,0.8262711864406782,2.85582916666667
LT22,2024-09-30,40,3.753623188405798,3.325,0.4286231884057971,2.85582916666667
LT22,2024-09-30,50,3.3333333333333335,2.697674418604651,0.6356589147286824,2.85582916666667
LT22,2024-09-30,60,3.2777777777777777,2.2666666666666666,1.011111111111111,2.85582916666667
LT22,2024-09-30,70,3.0945945945945947,1.7884615384615383,1.3061330561330562,2.85582916666667
LT22,2024-09-30,80,3.041095890410959,1.5357142857142856,1.5053816046966737,2.85582916666667
LT22,2024-09-30,90,2.644736842105263,1.3166666666666669,1.328070175438596,2.85582916666667
LT21,2024-09-30,10,7.527777777777778,3.5000000000000004,4.027777777777777,4.50074583333333
LT21,2024-09-30,20,5.257575757575758,3.096774193548387,2.160801564027371,4.50074583333333
LT21,2024-09-30,30,4.314285714285715,2.428571428571429,1.885714285714286,4.50074583333333
LT21,2024-09-30,40,3.957746478873239,1.8571428571428572,2.1006036217303823,4.50074583333333
LT21,2024-09-30,50,3.9014084507042255,1.711111111111111,2.1902973395931147,4.50074583333333
LT21,2024-09-30,60,3.52,1.52,2,4.50074583333333
LT21,2024-09-30,70,3.3783783783783785,1.490566037735849,1.8878123406425296,4.50074583333333
LT21,2024-09-30,80,3.118421052631579,1.3620689655172415,1.7563520871143377,4.50074583333333
LT21,2024-09-30,90,2.8157894736842106,1.1935483870967742,1.6222410865874364,4.50074583333333
LT24,2024-09-30,10,6.163265306122449,0.65,5.513265306122449,4.33255833333333
LT24,2024-09-30,20,6,0.6666666666666666,5.333333333333333,4.33255833333333
LT24,2024-09-30,30,5.472222222222222,0.627906976744186,4.844315245478036,4.33255833333333
LT24,2024-09-30,40,4.819444444444445,0.6,4.219444444444445,4.33255833333333
LT24,2024-09-30,50,4.753623188405797,0.7450980392156863,4.008525149190111,4.33255833333333
LT24,2024-09-30,60,4.246376811594203,0.7962962962962963,3.450080515297907,4.33255833333333
LT24,2024-09-30,70,3.8309859154929584,0.7586206896551725,3.072365225837786,4.33255833333333
LT24,2024-09-30,80,3.4246575342465753,0.7704918032786885,2.654165730967887,4.33255833333333
LT24,2024-09-30,90,2.986301369863014,0.7460317460317459,2.240269623831268,4.33255833333333
LT33,2024-09-30,10,7.249999999999998,0.5652173913043478,6.6847826086956506,5.1616375
LT33,2024-09-30,20,5.421875,0.4571428571428572,4.964732142857143,5.1616375
LT33,2024-09-30,30,4.211267605633803,0.5333333333333333,3.6779342723004698,5.1616375
LT33,2024-09-30,40,3.657894736842105,0.6875000000000001,2.970394736842105,5.1616375
LT33,2024-09-30,50,3.447368421052632,0.6666666666666666,2.7807017543859653,5.1616375
LT33,2024-09-30,60,3.168831168831169,0.6271186440677966,2.541712524763372,5.1616375
LT33,2024-09-30,70,2.9012345679012346,0.6949152542372882,2.2063193136639465,5.1616375
LT33,2024-09-30,80,2.734939759036145,0.7377049180327869,1.9972348410033576,5.1616375
LT33,2024-09-30,90,2.4404761904761902,0.7142857142857143,1.7261904761904758,5.1616375
LT32,2024-09-30,10,3,5.170731707317073,0,1.98685
LT32,2024-09-30,20,4.415094339622641,5.5576923076923075,0,1.98685
LT32,2024-09-30,30,3.5714285714285716,4.979166666666667,0,1.98685
LT32,2024-09-30,40,3.2388059701492535,4.081632653061225,0,1.98685
LT32,2024-09-30,50,3.1142857142857148,3.056603773584906,0.0576819407008089,1.98685
LT32,2024-09-30,60,2.717948717948718,2.4727272727272727,0.2452214452214454,1.98685
LT32,2024-09-30,70,2.5822784810126582,1.966101694915254,0.6161767860974041,1.98685
LT32,2024-09-30,80,2.4749999999999996,1.59375,0.8812499999999996,1.98685
LT32,2024-09-30,90,2.2624999999999997,1.338235294117647,0.9242647058823528,1.98685
LT34,2024-09-30,10,9.373134328358208,1.3409090909090908,8.032225237449119,4.24436666666667
LT34,2024-09-30,20,6.046153846153846,1.1304347826086956,4.915719063545151,4.24436666666667
LT34,2024-09-30,30,5.196969696969697,0.94,4.256969696969698,4.24436666666667
LT34,2024-09-30,40,4.552238805970148,0.9444444444444444,3.607794361525704,4.24436666666667
LT34,2024-09-30,50,4.042857142857144,0.9285714285714284,3.114285714285715,4.24436666666667
LT34,2024-09-30,60,3.73972602739726,0.819672131147541,2.920053896249719,4.24436666666667
LT34,2024-09-30,70,3.6388888888888897,0.8,2.8388888888888895,4.24436666666667
